"","ARR_DEL15","DAY_OF_WEEK","CARRIER","DEST","ORIGIN","DEP_TIME_BLK"
"29509","0.00","3","WN","PHX","SFO","0001-0559"
"29511","0.00","3","WN","PHX","SFO","0900-0959"
"29776","0.00","3","VX","SFO","LAS","1800-1859"
"29782","0.00","3","VX","ORD","SFO","0800-0859"
"29783","1.00","3","VX","ORD","SFO","1100-1159"
"29784","0.00","3","VX","SFO","ORD","1500-1559"
"29785","0.00","3","VX","ORD","SFO","1600-1659"
"29786","0.00","3","VX","SFO","ORD","1800-1859"
"29792","0.00","3","VX","JFK","SFO","0900-0959"
"29794","0.00","3","VX","ORD","LAX","1000-1059"
"29795","0.00","3","VX","ORD","LAX","1700-1759"
"29796","0.00","3","VX","SFO","JFK","1000-1059"
"29797","0.00","3","VX","LAX","ORD","1700-1759"
"29799","0.00","3","VX","LAS","JFK","0900-0959"
"29802","0.00","3","VX","JFK","LAS","2200-2259"
"29803","0.00","3","VX","LAS","SFO","1900-1959"
"29804","0.00","3","VX","JFK","SFO","1500-1559"
"29805","0.00","3","VX","SFO","JFK","1600-1659"
"29816","0.00","3","VX","JFK","SFO","2300-2359"
"29823","0.00","3","VX","LAX","JFK","0700-0759"
"29824","0.00","3","VX","JFK","LAX","0700-0759"
"29826","0.00","3","VX","LAX","JFK","0900-0959"
"29827","0.00","3","VX","LAX","JFK","1300-1359"
"29828","0.00","3","VX","JFK","LAX","1300-1359"
"29829","0.00","3","VX","LAX","JFK","1600-1659"
"29830","0.00","3","VX","LAX","JFK","2000-2059"
"29831","1.00","3","VX","JFK","LAX","1500-1559"
"29832","0.00","3","VX","JFK","LAX","2300-2359"
"29833","0.00","3","VX","LAX","LAS","0600-0659"
"29834","0.00","3","VX","LAS","LAX","1200-1259"
"29835","0.00","3","VX","LAX","LAS","1400-1459"
"29837","0.00","3","VX","LAS","LAX","2000-2059"
"29880","0.00","3","VX","LAX","LAS","1700-1759"
"29897","1.00","3","VX","LAS","SFO","0900-0959"
"29900","0.00","3","VX","LAS","SFO","1400-1459"
"29901","0.00","3","VX","SFO","LAS","1500-1559"
"29903","0.00","3","VX","LAS","SFO","1100-1159"
"29904","0.00","3","VX","SFO","LAS","1400-1459"
"29905","0.00","3","VX","LAS","SFO","1600-1659"
"29907","0.00","3","VX","LAX","SFO","0700-0759"
"29908","0.00","3","VX","SFO","LAX","1600-1659"
"29909","0.00","3","VX","LAX","SFO","1100-1159"
"29910","0.00","3","VX","SFO","LAX","0700-0759"
"29911","0.00","3","VX","SFO","LAX","1100-1159"
"29912","0.00","3","VX","LAX","SFO","1300-1359"
"29913","0.00","3","VX","SFO","LAX","1300-1359"
"29915","0.00","3","VX","SFO","LAX","1500-1559"
"29917","0.00","3","VX","LAX","SFO","1800-1859"
"29918","0.00","3","VX","SFO","LAX","1800-1859"
"29919","0.00","3","VX","LAX","SFO","1900-1959"
"29920","0.00","3","VX","SFO","LAX","1700-1759"
"29921","0.00","3","VX","SFO","LAX","2000-2059"
"29922","0.00","3","VX","LAX","SFO","2000-2059"
"30895","0.00","3","WN","ATL","LAS","0700-0759"
"30896","0.00","3","WN","ATL","LAS","1000-1059"
"30897","0.00","3","WN","ATL","LAS","0001-0559"
"30959","0.00","3","WN","LAX","LAS","1000-1059"
"30960","0.00","3","WN","LAX","LAS","1600-1659"
"30961","0.00","3","WN","LAX","LAS","0001-0559"
"30962","0.00","3","WN","LAX","LAS","0800-0859"
"30964","0.00","3","WN","LAX","LAS","2100-2159"
"30965","0.00","3","WN","LAX","LAS","1800-1859"
"30967","0.00","3","WN","LAX","LAS","1300-1359"
"31684","0.00","4","AA","LAX","JFK","0900-0959"
"31685","1.00","4","AA","JFK","LAX","0900-0959"
"31686","0.00","4","AA","LAX","JFK","1200-1259"
"31687","0.00","4","AA","JFK","LAX","1200-1259"
"31694","0.00","4","AA","JFK","LAX","2100-2159"
"31695","1.00","4","AA","JFK","SFO","1100-1159"
"31697","1.00","4","AA","JFK","SFO","1200-1259"
"31699","1.00","4","AA","LAX","JFK","1100-1159"
"31702","1.00","4","AA","JFK","LAX","1500-1559"
"31712","0.00","4","AA","JFK","LAX","1400-1459"
"31713","0.00","4","AA","LAX","JFK","0800-0859"
"31715","0.00","4","AA","DFW","SFO","0800-0859"
"31716","1.00","4","AA","SFO","DFW","1800-1859"
"31719","0.00","4","AA","ORD","LAX","0700-0759"
"31724","1.00","4","AA","JFK","ORD","1200-1259"
"31725","0.00","4","AA","ORD","JFK","1700-1759"
"31727","0.00","4","AA","LAX","JFK","1600-1659"
"31764","0.00","4","AA","DFW","LAS","0900-0959"
"31771","0.00","4","AA","LAX","SFO","1000-1059"
"31776","0.00","4","AA","SFO","DFW","0700-0759"
"31777","0.00","4","AA","ORD","SFO","0900-0959"
"31781","0.00","4","AA","JFK","SFO","0800-0859"
"31783","0.00","4","AA","ORD","PHX","0800-0859"
"31788","0.00","4","AA","LAX","SFO","0700-0759"
"31789","0.00","4","AA","LAS","LAX","1200-1259"
"31790","0.00","4","AA","LAX","JFK","0600-0659"
"31791","0.00","4","AA","JFK","LAX","1000-1059"
"31793","0.00","4","AA","ORD","SFO","0001-0559"
"31799","0.00","4","AA","DFW","ORD","2200-2259"
"31801","0.00","4","AA","LAS","ORD","1700-1759"
"31812","0.00","4","AA","LAX","ORD","1700-1759"
"31819","0.00","4","AA","JFK","LAX","0700-0759"
"31823","1.00","4","AA","LAX","JFK","2100-2159"
"31827","1.00","4","AA","SFO","ORD","1200-1259"
"31828","1.00","4","AA","DFW","SFO","1500-1559"
"31842","1.00","4","AA","SFO","LAX","1600-1659"
"31843","1.00","4","AA","LAX","SFO","2000-2059"
"31847","1.00","4","AA","SFO","JFK","1000-1059"
"31848","0.00","4","AA","JFK","LAX","1600-1659"
"31849","0.00","4","AA","LAX","JFK","1700-1759"
"31850","0.00","4","AA","LAS","LAX","1800-1859"
"31853","0.00","4","AA","DFW","LAS","0001-0559"
"31888","0.00","4","AA","DFW","CLT","1100-1159"
"31889","1.00","4","AA","SFO","DFW","1400-1459"
"31890","0.00","4","AA","CLT","JFK","0800-0859"
"31893","0.00","4","AA","ORD","JFK","0700-0759"
"31900","0.00","4","AA","DFW","ATL","1900-1959"
"31901","0.00","4","AA","ATL","DFW","1500-1559"
"31910","1.00","4","AA","SFO","ORD","1300-1359"
"31919","1.00","4","AA","SFO","DFW","1500-1559"
"31925","0.00","4","AA","LAX","JFK","1000-1059"
"31929","1.00","4","AA","SFO","DFW","1100-1159"
"31930","1.00","4","AA","DFW","SFO","1400-1459"
"31933","0.00","4","AA","DFW","LAS","0001-0559"
"31961","0.00","4","AA","ORD","LAS","0001-0559"
"31966","0.00","4","AA","LAS","LAX","1400-1459"
"31972","0.00","4","AA","DFW","ATL","1600-1659"
"31978","0.00","4","AA","DFW","ATL","0900-0959"
"31979","1.00","4","AA","SFO","DFW","1200-1259"
"31980","1.00","4","AA","ORD","SFO","1400-1459"
"31988","0.00","4","AA","SFO","LAX","1900-1959"
"31996","0.00","4","AA","JFK","DFW","1700-1759"
"32022","1.00","4","AA","SFO","LAX","0800-0859"
"32032","1.00","4","AA","JFK","SFO","2100-2159"
"32043","0.00","4","AA","JFK","LAX","0600-0659"
"32044","1.00","4","AA","LAX","JFK","2000-2059"
"32055","0.00","4","AA","LAS","ORD","1300-1359"
"32089","0.00","4","AA","ORD","LAS","1200-1259"
"32091","1.00","4","AA","LAX","SFO","1800-1859"
"32094","1.00","4","AA","ORD","SFO","1100-1159"
"32107","0.00","4","AA","DFW","CLT","1800-1859"
"32108","0.00","4","AA","CLT","DFW","1400-1459"
"32110","1.00","4","AA","DFW","SFO","1000-1059"
"32111","0.00","4","AA","PHX","DFW","0900-0959"
"32117","0.00","4","AA","PHX","ORD","0001-0559"
"32118","0.00","4","AA","LAS","PHX","0800-0859"
"32122","1.00","4","AA","SFO","LAX","1800-1859"
"32132","0.00","4","AA","LAX","ORD","0800-0859"
"32137","0.00","4","AA","DFW","ATL","1700-1759"
"32138","0.00","4","AA","ATL","DFW","1300-1359"
"32158","1.00","4","AA","SFO","DFW","2000-2059"
"32177","0.00","4","AA","ORD","LAX","0001-0559"
"32181","0.00","4","AA","ATL","LAX","2300-2359"
"32184","0.00","4","AA","ORD","PHX","1100-1159"
"32197","0.00","4","AA","ORD","LAX","1100-1159"
"32201","0.00","4","AA","ORD","DFW","2000-2059"
"32242","0.00","4","AA","LAX","ORD","0700-0759"
"32243","0.00","4","AA","ORD","DFW","1600-1659"
"32246","0.00","4","AA","LAX","ATL","1800-1859"
"32247","0.00","4","AA","ATL","LAX","1000-1059"
"32268","0.00","4","AA","DFW","ORD","1300-1359"
"32281","0.00","4","AA","JFK","ORD","1800-1859"
"32304","1.00","4","AA","SFO","DFW","2100-2159"
"32306","0.00","4","AA","DFW","LAS","1700-1759"
"32310","0.00","4","AA","CLT","ORD","1800-1859"
"32334","0.00","4","AA","ORD","DFW","1700-1759"
"32354","0.00","4","AA","DFW","ORD","0900-0959"
"32378","0.00","4","AA","LAX","ORD","1500-1559"
"32398","0.00","4","AA","PHX","ORD","0900-0959"
"32399","1.00","4","AA","JFK","PHX","1300-1359"
"32405","0.00","4","AA","PHX","JFK","0900-0959"
"32419","0.00","4","AA","ORD","PHX","1400-1459"
"32422","0.00","4","AA","ORD","PHX","1300-1359"
"32429","0.00","4","AA","ORD","CLT","1600-1659"
"32430","0.00","4","AA","DFW","SFO","0001-0559"
"32468","1.00","4","AA","SFO","DFW","1700-1759"
"32493","1.00","4","AA","ORD","SFO","2300-2359"
"32503","0.00","4","AA","ATL","ORD","0800-0859"
"32512","0.00","4","AA","LAS","LAX","2200-2259"
"32534","0.00","4","AA","DFW","CLT","1300-1359"
"32539","0.00","4","AA","CLT","DFW","1300-1359"
"32547","0.00","4","AA","PHX","ORD","2000-2059"
"32576","1.00","4","AA","SFO","ORD","1700-1759"
"32586","1.00","4","AA","JFK","CLT","2000-2059"
"32587","0.00","4","AA","CLT","DFW","1500-1559"
"32588","0.00","4","AA","DFW","ATL","1100-1159"
"32609","0.00","4","AA","DFW","ORD","0001-0559"
"32635","0.00","4","AA","LAX","ORD","1200-1259"
"32647","0.00","4","AA","CLT","DFW","1800-1859"
"32658","0.00","4","AA","LAX","LAS","1600-1659"
"32666","0.00","4","AA","PHX","ORD","1500-1559"
"32670","0.00","4","AA","LAX","DFW","0800-0859"
"32688","0.00","4","AA","DFW","PHX","1700-1759"
"32698","0.00","4","AA","ORD","LAX","0001-0559"
"32699","0.00","4","AA","LAX","ORD","2200-2259"
"32705","1.00","4","AA","DFW","SFO","1700-1759"
"32707","0.00","4","AA","PHX","LAS","1000-1059"
"32708","0.00","4","AA","LAS","ORD","0700-0759"
"32711","1.00","4","AA","SFO","ORD","1000-1059"
"32730","1.00","4","AA","SFO","DFW","0900-0959"
"32732","0.00","4","AA","ORD","DFW","1500-1559"
"32733","1.00","4","AA","ATL","ORD","1800-1859"
"32734","0.00","4","AA","ORD","DFW","0700-0759"
"32742","1.00","4","AA","DFW","ORD","1900-1959"
"32744","1.00","4","AA","ORD","DFW","1800-1859"
"32746","0.00","4","AA","DFW","ORD","1400-1459"
"32749","0.00","4","AA","DFW","ORD","1200-1259"
"32750","0.00","4","AA","ORD","DFW","1000-1059"
"32752","0.00","4","AA","DFW","ORD","0800-0859"
"32754","1.00","4","AA","DFW","ORD","1600-1659"
"32761","0.00","4","AA","DFW","ORD","1400-1459"
"32770","0.00","4","AA","LAS","DFW","1500-1559"
"32771","0.00","4","AA","DFW","LAX","1900-1959"
"32772","0.00","4","AA","LAX","DFW","1500-1559"
"32774","0.00","4","AA","LAX","DFW","0900-0959"
"32775","0.00","4","AA","DFW","LAX","1200-1259"
"32785","1.00","4","AA","SFO","LAX","1200-1259"
"32818","0.00","4","AA","DFW","ATL","0700-0759"
"32830","0.00","4","AA","ORD","LAX","0600-0659"
"32832","0.00","4","AA","DFW","LAS","1100-1159"
"32836","0.00","4","AA","DFW","LAX","0001-0559"
"32839","0.00","4","AA","DFW","LAX","1200-1259"
"32842","0.00","4","AA","DFW","LAX","0001-0559"
"32844","0.00","4","AA","ATL","DFW","1800-1859"
"32852","0.00","4","AA","DFW","SFO","1100-1159"
"32859","1.00","4","AA","LAX","DFW","1800-1859"
"32864","0.00","4","AA","LAX","DFW","2000-2059"
"32866","0.00","4","AA","LAX","LAS","2000-2059"
"32883","0.00","4","AA","ATL","LAX","1600-1659"
"32885","0.00","4","AA","DFW","ORD","0600-0659"
"32889","0.00","4","AA","DFW","ORD","0700-0759"
"32893","0.00","4","AA","DFW","ORD","1000-1059"
"32901","0.00","4","AA","DFW","LAX","0600-0659"
"32907","0.00","4","AA","LAX","DFW","1000-1059"
"32917","0.00","4","AA","DFW","SFO","0600-0659"
"32921","1.00","4","AA","LAX","SFO","1400-1459"
"32923","0.00","4","AA","DFW","LAX","1000-1059"
"32929","0.00","4","AA","DFW","LAX","0800-0859"
"32930","0.00","4","AA","DFW","CLT","0600-0659"
"32932","0.00","4","AA","DFW","LAX","0700-0759"
"32944","0.00","4","AA","DFW","JFK","0600-0659"
"32958","0.00","4","AA","PHX","DFW","1700-1759"
"32964","0.00","4","AA","DFW","PHX","1900-1959"
"32965","1.00","4","AA","PHX","DFW","2000-2059"
"32966","0.00","4","AA","PHX","SFO","1700-1759"
"32973","0.00","4","AA","PHX","LAX","1200-1259"
"32980","1.00","4","AA","SFO","CLT","1400-1459"
"32995","0.00","4","AA","LAS","DFW","2200-2259"
"32999","0.00","4","AA","DFW","LAS","0700-0759"
"33026","0.00","4","AA","PHX","ATL","1800-1859"
"33027","0.00","4","AA","ATL","CLT","1500-1559"
"33028","0.00","4","AA","CLT","LAX","0700-0759"
"33032","0.00","4","AA","PHX","ATL","1100-1159"
"33038","0.00","4","AA","LAS","PHX","2100-2159"
"33039","0.00","4","AA","JFK","CLT","1300-1359"
"33041","0.00","4","AA","PHX","JFK","1600-1659"
"33045","0.00","4","AA","ATL","PHX","0900-0959"
"33047","0.00","4","AA","ATL","PHX","1300-1359"
"33049","0.00","4","AA","ATL","PHX","1600-1659"
"33055","0.00","4","AA","CLT","PHX","0900-0959"
"33056","0.00","4","AA","PHX","CLT","0700-0759"
"33058","0.00","4","AA","JFK","PHX","1600-1659"
"33066","0.00","4","AA","PHX","CLT","1300-1359"
"33068","0.00","4","AA","ORD","CLT","1400-1459"
"33078","0.00","4","AA","LAS","PHX","1800-1859"
"33079","0.00","4","AA","LAS","CLT","1600-1659"
"33082","1.00","4","AA","LAX","PHX","2100-2159"
"33093","0.00","4","AA","DFW","PHX","1000-1059"
"33100","0.00","4","AA","PHX","JFK","1300-1359"
"33105","0.00","4","AA","CLT","ATL","0001-0559"
"33106","0.00","4","AA","LAS","CLT","0700-0759"
"33116","0.00","4","AA","PHX","LAS","1100-1159"
"33130","0.00","4","AA","PHX","LAX","1000-1059"
"33134","0.00","4","AA","CLT","PHX","0600-0659"
"33137","1.00","4","AA","SFO","PHX","1800-1859"
"33142","0.00","4","AA","CLT","ATL","1000-1059"
"33148","0.00","4","AA","PHX","CLT","1400-1459"
"33150","0.00","4","AA","LAX","PHX","1800-1859"
"33151","1.00","4","AA","CLT","LAX","2200-2259"
"33159","0.00","4","AA","CLT","LAX","1100-1159"
"33161","0.00","4","AA","CLT","LAS","0900-0959"
"33163","0.00","4","AA","LAS","CLT","1800-1859"
"33174","0.00","4","AA","CLT","PHX","1100-1159"
"33175","1.00","4","AA","LAX","CLT","1800-1859"
"33188","0.00","4","AA","PHX","LAS","1900-1959"
"33195","0.00","4","AA","CLT","ORD","1500-1559"
"33211","0.00","4","AA","PHX","ATL","0700-0759"
"33243","0.00","4","AA","CLT","ORD","1300-1359"
"33268","0.00","4","AA","ATL","CLT","1300-1359"
"33269","0.00","4","AA","CLT","JFK","1000-1059"
"33272","0.00","4","AA","CLT","SFO","0001-0559"
"33274","0.00","4","AA","DFW","CLT","1400-1459"
"33279","0.00","4","AA","DFW","CLT","1900-1959"
"33284","0.00","4","AA","CLT","SFO","2200-2259"
"33286","0.00","4","AA","LAS","LAX","1600-1659"
"33289","0.00","4","AA","CLT","ORD","1500-1559"
"33292","0.00","4","AA","CLT","DFW","1200-1259"
"33300","0.00","4","AA","DFW","CLT","0700-0759"
"33307","0.00","4","AA","DFW","CLT","1600-1659"
"33316","0.00","4","AA","CLT","ORD","1200-1259"
"33337","0.00","4","AA","LAS","CLT","1100-1159"
"33341","0.00","4","AA","DFW","PHX","0001-0559"
"33352","1.00","4","AA","CLT","ATL","1700-1759"
"33360","0.00","4","AA","CLT","DFW","2000-2059"
"33389","0.00","4","AA","DFW","CLT","0900-0959"
"33399","0.00","4","AA","DFW","LAS","1400-1459"
"33407","1.00","4","AA","PHX","SFO","0900-0959"
"33416","0.00","4","AA","CLT","LAS","1400-1459"
"33434","1.00","4","AA","SFO","CLT","1800-1859"
"33451","0.00","4","AA","CLT","ORD","1000-1059"
"33476","0.00","4","AA","LAS","PHX","1400-1459"
"33492","0.00","4","AA","LAS","PHX","1100-1159"
"33494","0.00","4","AA","CLT","DFW","0700-0759"
"33519","0.00","4","AA","ORD","CLT","2000-2059"
"33525","0.00","4","AA","PHX","LAS","1200-1259"
"33536","0.00","4","AA","ORD","CLT","1100-1159"
"33551","0.00","4","AA","CLT","SFO","0800-0859"
"33596","1.00","4","AA","CLT","DFW","1700-1759"
"33603","0.00","4","AA","CLT","ATL","0700-0759"
"33609","0.00","4","AA","ORD","CLT","1700-1759"
"33614","0.00","4","AA","CLT","ORD","0001-0559"
"33623","0.00","4","AA","CLT","LAS","1100-1159"
"33652","0.00","4","AA","CLT","PHX","0001-0559"
"33666","0.00","4","AA","ORD","CLT","0900-0959"
"33702","0.00","4","AA","CLT","LAX","0600-0659"
"33706","1.00","4","AA","LAX","CLT","2000-2059"
"33719","0.00","4","AA","CLT","LAX","0001-0559"
"33725","0.00","4","AA","PHX","SFO","0600-0659"
"33727","0.00","4","AA","ORD","CLT","0700-0759"
"33735","0.00","4","AA","LAX","CLT","0700-0759"
"33743","1.00","4","AA","CLT","SFO","0700-0759"
"33772","0.00","4","AA","LAX","PHX","1400-1459"
"33780","1.00","4","AA","SFO","CLT","1600-1659"
"33788","1.00","4","AA","CLT","ATL","1900-1959"
"33797","0.00","4","AA","JFK","CLT","0700-0759"
"33810","0.00","4","AA","DFW","LAS","0600-0659"
"33822","0.00","4","AA","LAX","CLT","0900-0959"
"33823","0.00","4","AA","CLT","JFK","0600-0659"
"33835","0.00","4","AA","CLT","ORD","0700-0759"
"33842","0.00","4","AA","CLT","PHX","0700-0759"
"33844","0.00","4","AA","CLT","JFK","1100-1159"
"33853","0.00","4","AA","DFW","CLT","0700-0759"
"33855","1.00","4","AA","CLT","SFO","1300-1359"
"33863","1.00","4","AA","DFW","CLT","2200-2259"
"33872","0.00","4","AA","SFO","PHX","1400-1459"
"33880","0.00","4","AA","PHX","ORD","1000-1059"
"33885","1.00","4","AA","CLT","JFK","1700-1759"
"33895","0.00","4","AA","CLT","LAS","2300-2359"
"33898","0.00","4","AA","SFO","PHX","1100-1159"
"33901","0.00","4","AA","PHX","LAX","0700-0759"
"33903","0.00","4","AA","PHX","CLT","1700-1759"
"33906","0.00","4","AA","ORD","PHX","1600-1659"
"33942","0.00","4","AA","PHX","CLT","1900-1959"
"33943","0.00","4","AA","DFW","PHX","2200-2259"
"33947","0.00","4","AA","ATL","CLT","0700-0759"
"33951","0.00","4","AA","CLT","DFW","0800-0859"
"33955","1.00","4","AA","SFO","CLT","2000-2059"
"33958","1.00","4","AA","PHX","SFO","1500-1559"
"33964","0.00","4","AA","ORD","PHX","1900-1959"
"33970","0.00","4","AA","LAX","PHX","0800-0859"
"33978","1.00","4","AA","LAX","PHX","1100-1159"
"33993","0.00","4","AA","LAX","PHX","1900-1959"
"34001","0.00","4","AA","PHX","LAX","0600-0659"
"34008","0.00","4","AA","PHX","DFW","1100-1159"
"34012","0.00","4","AA","PHX","DFW","1500-1559"
"34109","0.00","4","AA","LAX","DFW","1000-1059"
"34110","0.00","4","AA","LAS","ORD","1000-1059"
"34120","0.00","4","AA","LAX","DFW","1300-1359"
"34122","0.00","4","AA","DFW","LAX","1500-1559"
"34591","1.00","4","AA","LAS","JFK","1700-1759"
"34594","1.00","4","AA","LAX","SFO","1900-1959"
"34595","0.00","4","AA","ORD","LAX","2300-2359"
"34599","1.00","4","AA","ORD","LAS","1500-1559"
"34616","0.00","4","AA","PHX","DFW","0700-0759"
"34633","0.00","4","AA","DFW","LAX","0900-0959"
"34834","0.00","4","B6","LAS","SFO","0700-0759"
"34835","1.00","4","B6","SFO","LAS","1000-1059"
"34836","1.00","4","B6","LAS","SFO","1700-1759"
"34895","0.00","4","B6","PHX","JFK","1900-1959"
"34900","0.00","4","B6","LAX","JFK","1800-1859"
"34901","0.00","4","B6","JFK","LAX","2300-2359"
"34902","0.00","4","B6","SFO","JFK","0600-0659"
"34904","1.00","4","B6","LAX","JFK","2100-2159"
"34905","0.00","4","B6","LAX","JFK","1200-1259"
"34906","0.00","4","B6","JFK","LAX","1600-1659"
"34907","0.00","4","B6","JFK","LAX","0800-0859"
"34908","0.00","4","B6","SFO","JFK","2000-2059"
"34910","0.00","4","B6","JFK","LAX","1300-1359"
"34911","0.00","4","B6","LAX","JFK","2200-2259"
"34928","1.00","4","B6","JFK","CLT","1900-1959"
"35016","1.00","4","B6","ORD","JFK","1500-1559"
"35017","1.00","4","B6","JFK","ORD","1700-1759"
"35160","1.00","4","B6","CLT","JFK","0800-0859"
"35350","0.00","4","B6","SFO","JFK","0900-0959"
"35351","1.00","4","B6","JFK","SFO","1400-1459"
"35352","0.00","4","B6","JFK","LAX","0600-0659"
"35353","1.00","4","B6","SFO","JFK","1500-1559"
"35355","1.00","4","B6","JFK","SFO","0700-0759"
"35356","0.00","4","B6","LAX","JFK","1600-1659"
"35358","0.00","4","B6","LAX","JFK","0700-0759"
"35359","0.00","4","B6","JFK","LAX","1100-1159"
"35360","1.00","4","B6","SFO","JFK","1100-1159"
"35388","0.00","4","AA","DFW","ATL","1200-1259"
"35401","0.00","4","AA","ATL","DFW","1000-1059"
"35406","1.00","4","AA","LAS","DFW","1300-1359"
"35411","1.00","4","AA","ATL","DFW","1600-1659"
"35417","0.00","4","AA","LAS","LAX","1000-1059"
"35420","0.00","4","AA","LAS","DFW","0700-0759"
"35564","0.00","4","DL","DFW","ATL","1100-1159"
"35595","0.00","4","DL","CLT","ATL","1300-1359"
"35657","0.00","4","DL","ORD","ATL","0800-0859"
"35676","0.00","4","DL","JFK","PHX","1500-1559"
"35677","0.00","4","DL","ATL","LAS","1500-1559"
"35725","0.00","4","DL","ATL","DFW","1700-1759"
"35728","0.00","4","DL","JFK","LAX","0800-0859"
"35729","0.00","4","DL","LAX","JFK","1800-1859"
"35735","0.00","4","DL","ATL","SFO","0800-0859"
"35738","0.00","4","DL","LAS","ATL","1700-1759"
"35746","0.00","4","DL","ATL","LAX","1200-1259"
"35748","0.00","4","DL","ATL","LAS","0900-0959"
"35750","0.00","4","DL","LAX","ATL","0800-0859"
"35779","0.00","4","DL","ATL","SFO","0700-0759"
"35780","1.00","4","DL","SFO","ATL","1900-1959"
"35798","0.00","4","DL","ATL","LAX","0700-0759"
"35807","0.00","4","DL","LAS","JFK","1600-1659"
"35808","0.00","4","DL","JFK","LAS","1000-1059"
"35810","0.00","4","DL","SFO","JFK","0800-0859"
"35811","0.00","4","DL","JFK","SFO","0600-0659"
"35812","1.00","4","DL","SFO","JFK","1500-1559"
"35813","0.00","4","DL","SFO","JFK","1700-1759"
"35815","0.00","4","DL","LAX","JFK","1500-1559"
"35818","0.00","4","DL","ATL","JFK","1300-1359"
"35819","0.00","4","DL","ATL","JFK","1500-1559"
"35820","0.00","4","DL","LAX","JFK","2000-2059"
"35822","0.00","4","DL","SFO","JFK","1100-1159"
"35826","0.00","4","DL","SFO","JFK","0700-0759"
"35830","0.00","4","DL","LAS","JFK","1000-1059"
"35831","0.00","4","DL","LAX","JFK","1900-1959"
"35837","1.00","4","DL","ATL","JFK","0800-0859"
"35839","0.00","4","DL","LAX","JFK","1300-1359"
"35840","0.00","4","DL","ATL","JFK","0600-0659"
"35841","0.00","4","DL","SFO","JFK","0900-0959"
"35843","0.00","4","DL","LAX","JFK","1100-1159"
"35847","0.00","4","DL","LAX","JFK","0700-0759"
"35848","0.00","4","DL","JFK","LAX","1100-1159"
"35850","1.00","4","DL","JFK","SFO","0800-0859"
"35851","1.00","4","DL","SFO","JFK","1900-1959"
